customer_id,bad_flag_90plus_stmt6,net_loss_amount_usd
CUST103615,0,0.0
CUST102402,0,0.0
CUST101778,0,0.0
CUST106246,0,0.0
CUST105821,0,0.0
CUST102249,0,0.0
CUST104138,0,0.0
CUST107327,0,0.0
CUST106879,0,0.0
CUST106104,0,0.0
CUST107419,0,0.0
CUST101764,1,95.0
CUST105227,0,0.0
CUST104187,0,0.0
CUST101927,0,0.0
CUST101195,0,0.0
CUST104584,0,0.0
CUST100525,1,4171.36
CUST100161,0,0.0
CUST104179,0,0.0
CUST106768,0,0.0
CUST109613,0,0.0
CUST105842,0,0.0
CUST100708,0,0.0
CUST107190,1,6891.45
CUST105079,0,0.0
CUST101569,0,0.0
CUST105555,0,0.0
CUST100374,0,0.0
CUST107350,0,0.0
CUST105908,0,0.0
CUST101645,0,0.0
CUST104650,0,0.0
CUST109462,0,0.0
CUST103330,0,0.0
CUST107853,0,0.0
CUST106227,0,0.0
CUST107968,0,0.0
CUST100514,0,0.0
CUST108244,0,0.0
CUST108101,0,0.0
CUST104588,0,0.0
CUST104419,0,0.0
CUST101396,0,0.0
CUST107000,0,0.0
CUST108350,0,0.0
CUST103538,0,0.0
CUST100152,0,0.0
CUST107789,0,0.0
CUST105201,0,0.0
CUST101074,0,0.0
CUST104596,0,0.0
CUST105267,0,0.0
CUST108661,0,0.0
CUST107856,0,0.0
CUST103376,0,0.0
CUST100408,0,0.0
CUST105151,0,0.0
CUST101456,0,0.0
CUST104638,1,150.64
CUST102488,0,0.0
CUST109089,0,0.0
CUST104585,0,0.0
CUST101811,1,1898.76
CUST102296,0,0.0
CUST109210,0,0.0
CUST103800,0,0.0
CUST106738,0,0.0
CUST106880,1,95.0
CUST100501,0,0.0
CUST108262,0,0.0
CUST109836,0,0.0
CUST101905,1,16087.52
CUST104534,0,0.0
CUST104984,1,3899.6
CUST104552,0,0.0
CUST100559,1,95.0
CUST102835,0,0.0
CUST104331,0,0.0
CUST103875,1,5924.42
CUST104907,0,0.0
CUST105226,1,95.0
CUST101377,0,0.0
CUST104482,0,0.0
CUST108924,0,0.0
CUST100005,0,0.0
CUST106434,0,0.0
CUST102330,0,0.0
CUST107420,0,0.0
CUST109439,0,0.0
CUST108090,0,0.0
CUST106411,0,0.0
CUST109335,0,0.0
CUST101142,0,0.0
CUST106739,0,0.0
CUST102324,0,0.0
CUST108038,0,0.0
CUST107686,0,0.0
CUST100926,0,0.0
CUST108927,0,0.0
CUST108471,0,0.0
CUST101477,0,0.0
CUST105105,0,0.0
CUST102215,0,0.0
CUST106137,0,0.0
CUST101831,0,0.0
CUST102037,0,0.0
CUST100373,0,0.0
CUST108070,0,0.0
CUST103822,0,0.0
CUST107761,0,0.0
CUST107031,0,0.0
CUST105890,0,0.0
CUST108760,0,0.0
CUST109371,0,0.0
CUST102550,0,0.0
CUST104037,0,0.0
CUST101397,1,2724.22
CUST107004,0,0.0
CUST108374,1,2789.98
CUST106147,1,2005.61
CUST105408,0,0.0
CUST101552,0,0.0
CUST101780,0,0.0
CUST101575,0,0.0
CUST105055,0,0.0
CUST101000,0,0.0
CUST100672,0,0.0
CUST107943,0,0.0
CUST106726,0,0.0
CUST107458,0,0.0
CUST100781,1,1444.61
CUST102848,0,0.0
CUST109037,0,0.0
CUST108591,1,2350.57
CUST103742,0,0.0
CUST101228,0,0.0
CUST103582,0,0.0
CUST101037,0,0.0
CUST107437,0,0.0
CUST101303,0,0.0
CUST102715,0,0.0
CUST105853,1,136.0
CUST101956,0,0.0
CUST106513,0,0.0
CUST102614,1,95.0
CUST102375,0,0.0
CUST101178,0,0.0
CUST104620,0,0.0
CUST103621,0,0.0
CUST101751,0,0.0
CUST101591,0,0.0
CUST106394,0,0.0
CUST108476,1,4039.88
CUST107237,1,95.0
CUST105597,0,0.0
CUST105930,0,0.0
CUST102607,0,0.0
CUST103515,1,4213.55
CUST103620,0,0.0
CUST106771,0,0.0
CUST100875,0,0.0
CUST102627,0,0.0
CUST103084,0,0.0
CUST105237,1,1113.99
CUST106845,0,0.0
CUST105917,0,0.0
CUST103480,1,95.0
CUST104995,0,0.0
CUST108192,0,0.0
CUST101685,0,0.0
CUST109437,0,0.0
CUST102809,0,0.0
CUST105989,1,1098.81
CUST105997,0,0.0
CUST108984,0,0.0
CUST108434,1,3705.99
CUST109059,0,0.0
CUST101221,0,0.0
CUST107876,0,0.0
CUST104786,1,136.0
CUST106318,1,7631.36
CUST104345,0,0.0
CUST105905,0,0.0
CUST100409,0,0.0
CUST105596,0,0.0
CUST101483,0,0.0
CUST109479,0,0.0
CUST105547,1,136.0
CUST108497,0,0.0
CUST104841,0,0.0
CUST101853,0,0.0
CUST109642,0,0.0
CUST103037,0,0.0
CUST104395,0,0.0
CUST103354,0,0.0
CUST103406,0,0.0
CUST103638,0,0.0
CUST100099,0,0.0
CUST104243,1,7514.79
CUST108400,0,0.0
CUST107647,0,0.0
CUST100144,0,0.0
CUST106142,0,0.0
CUST105477,0,0.0
CUST100339,1,3371.74
CUST108333,0,0.0
CUST100332,0,0.0
CUST105144,0,0.0
CUST107358,0,0.0
CUST103054,0,0.0
CUST100124,0,0.0
CUST108464,0,0.0
CUST109354,0,0.0
CUST109153,0,0.0
CUST103309,0,0.0
CUST101440,0,0.0
CUST104738,0,0.0
CUST100548,0,0.0
CUST107694,0,0.0
CUST103840,0,0.0
CUST107267,0,0.0
CUST106737,0,0.0
CUST100811,1,4941.88
CUST106558,0,0.0
CUST107072,0,0.0
CUST103548,0,0.0
CUST100024,0,0.0
CUST109606,0,0.0
CUST100398,0,0.0
CUST109337,1,3506.27
CUST106069,0,0.0
CUST106292,0,0.0
CUST107104,0,0.0
CUST101792,0,0.0
CUST108018,0,0.0
CUST107971,0,0.0
CUST109747,0,0.0
CUST105915,0,0.0
CUST108731,0,0.0
CUST109182,0,0.0
CUST104937,0,0.0
CUST104770,0,0.0
CUST100808,0,0.0
CUST109648,0,0.0
CUST101405,0,0.0
CUST104804,0,0.0
CUST101862,1,2181.94
CUST103375,0,0.0
CUST109620,0,0.0
CUST109923,0,0.0
CUST104317,1,95.0
CUST104726,0,0.0
CUST104737,0,0.0
CUST101730,0,0.0
CUST104051,0,0.0
CUST103743,0,0.0
CUST106912,0,0.0
CUST105380,0,0.0
CUST103415,0,0.0
CUST105613,1,4431.15
CUST106789,0,0.0
CUST104815,0,0.0
CUST100696,0,0.0
CUST104673,0,0.0
CUST102462,0,0.0
CUST101849,0,0.0
CUST103634,0,0.0
CUST107067,0,0.0
CUST102591,1,4250.6
CUST105526,0,0.0
CUST100499,0,0.0
CUST105849,0,0.0
CUST109188,0,0.0
CUST105744,0,0.0
CUST107521,0,0.0
CUST106519,1,11538.8
CUST102316,0,0.0
CUST102898,0,0.0
CUST101378,0,0.0
CUST109359,0,0.0
CUST105574,0,0.0
CUST106391,1,95.0
CUST101138,0,0.0
CUST107979,0,0.0
CUST108335,0,0.0
CUST106883,0,0.0
CUST101123,0,0.0
CUST109482,0,0.0
CUST104296,0,0.0
CUST105977,0,0.0
CUST107188,0,0.0
CUST108819,1,7357.39
CUST102123,0,0.0
CUST105970,0,0.0
CUST109904,0,0.0
CUST103523,0,0.0
CUST109560,0,0.0
CUST104580,0,0.0
CUST101884,0,0.0
CUST106743,0,0.0
CUST108056,0,0.0
CUST102439,0,0.0
CUST100097,0,0.0
CUST100819,0,0.0
CUST105393,0,0.0
CUST108827,0,0.0
CUST107266,0,0.0
CUST106446,0,0.0
CUST100295,1,95.0
CUST107878,0,0.0
CUST106076,0,0.0
CUST109481,0,0.0
CUST103277,0,0.0
CUST107631,0,0.0
CUST108204,0,0.0
CUST100687,0,0.0
CUST105019,0,0.0
CUST109163,0,0.0
CUST106978,0,0.0
CUST102991,0,0.0
CUST107620,0,0.0
CUST103311,0,0.0
CUST109738,0,0.0
CUST101283,0,0.0
CUST104647,0,0.0
CUST104328,0,0.0
CUST104462,1,2569.18
CUST105792,0,0.0
CUST103795,1,1814.38
CUST102105,0,0.0
CUST103783,0,0.0
CUST108776,0,0.0
CUST105041,0,0.0
CUST109372,0,0.0
CUST100302,1,1828.36
CUST108739,0,0.0
CUST100011,0,0.0
CUST102405,0,0.0
CUST101039,0,0.0
CUST100572,0,0.0
CUST102228,0,0.0
CUST101026,0,0.0
CUST109309,0,0.0
CUST109426,0,0.0
CUST102850,0,0.0
CUST108684,0,0.0
CUST100413,1,5013.31
CUST101661,0,0.0
CUST109740,0,0.0
CUST100256,1,95.0
CUST108217,0,0.0
CUST103528,0,0.0
CUST101043,1,2986.47
CUST101166,0,0.0
CUST107751,0,0.0
CUST107875,0,0.0
CUST101599,1,1720.86
CUST107936,0,0.0
CUST106772,0,0.0
CUST100242,1,95.0
CUST100922,0,0.0
CUST106119,0,0.0
CUST108331,0,0.0
CUST104158,0,0.0
CUST105764,1,1358.37
CUST109982,1,95.0
CUST109197,0,0.0
CUST108516,0,0.0
CUST100457,0,0.0
CUST107752,0,0.0
CUST103080,0,0.0
CUST108373,0,0.0
CUST105935,0,0.0
CUST104756,0,0.0
CUST100226,0,0.0
CUST106122,0,0.0
CUST100192,0,0.0
CUST103349,0,0.0
CUST105099,0,0.0
CUST106550,0,0.0
CUST109500,0,0.0
CUST107349,0,0.0
CUST100191,0,0.0
CUST102083,0,0.0
CUST106215,0,0.0
CUST100594,0,0.0
CUST100432,0,0.0
CUST105606,0,0.0
CUST107671,0,0.0
CUST106525,0,0.0
CUST109305,0,0.0
CUST109501,0,0.0
CUST109821,0,0.0
CUST109931,1,2287.38
CUST104267,0,0.0
CUST100668,0,0.0
CUST102472,1,2806.71
CUST105216,0,0.0
CUST106415,0,0.0
CUST102364,1,2807.21
CUST109230,0,0.0
CUST100162,0,0.0
CUST104022,0,0.0
CUST108257,0,0.0
CUST103598,0,0.0
CUST105906,1,3476.85
CUST101678,0,0.0
CUST101813,0,0.0
CUST103542,0,0.0
CUST107748,0,0.0
CUST100523,0,0.0
CUST100326,0,0.0
CUST101844,0,0.0
CUST103601,0,0.0
CUST109815,0,0.0
CUST109811,0,0.0
CUST104616,1,3286.18
CUST104084,0,0.0
CUST100588,0,0.0
CUST104909,0,0.0
CUST106295,0,0.0
CUST104495,0,0.0
CUST102050,0,0.0
CUST104999,1,3047.36
CUST101684,0,0.0
CUST106356,0,0.0
CUST109138,0,0.0
CUST109817,0,0.0
CUST107614,0,0.0
CUST102632,0,0.0
CUST103709,0,0.0
CUST100317,0,0.0
CUST104075,0,0.0
CUST106831,1,693.12
CUST104910,0,0.0
CUST108274,0,0.0
CUST101967,0,0.0
CUST108050,1,3607.53
CUST104520,0,0.0
CUST106371,0,0.0
CUST105809,0,0.0
CUST104206,0,0.0
CUST109092,0,0.0
CUST106924,0,0.0
CUST102861,0,0.0
CUST108081,0,0.0
CUST104768,0,0.0
CUST109185,0,0.0
CUST105365,0,0.0
CUST102599,0,0.0
CUST104286,0,0.0
CUST101139,1,95.0
CUST103047,0,0.0
CUST102337,0,0.0
CUST109630,0,0.0
CUST108433,1,4153.49
CUST104782,0,0.0
CUST104404,0,0.0
CUST109172,0,0.0
CUST108107,0,0.0
CUST109963,0,0.0
CUST109094,0,0.0
CUST106017,0,0.0
CUST107569,0,0.0
CUST107542,0,0.0
CUST105106,0,0.0
CUST108599,0,0.0
CUST104105,0,0.0
CUST107775,0,0.0
CUST106664,0,0.0
CUST102604,0,0.0
CUST104273,0,0.0
CUST104154,0,0.0
CUST102745,0,0.0
CUST100402,0,0.0
CUST102827,0,0.0
CUST107747,0,0.0
CUST102921,0,0.0
CUST107682,0,0.0
CUST105032,1,7468.8
CUST108227,0,0.0
CUST108689,0,0.0
CUST101497,0,0.0
CUST109329,0,0.0
CUST102049,0,0.0
CUST105877,0,0.0
CUST103884,0,0.0
CUST107018,0,0.0
CUST102831,0,0.0
CUST100827,1,949.09
CUST107354,0,0.0
CUST106136,0,0.0
CUST104757,0,0.0
CUST105268,1,136.0
CUST106989,0,0.0
CUST107938,1,1826.17
CUST100136,0,0.0
CUST107970,0,0.0
CUST100086,0,0.0
CUST100417,0,0.0
CUST104060,1,2418.61
CUST101991,1,1594.17
CUST105577,1,2606.09
CUST101736,0,0.0
CUST109824,0,0.0
CUST106623,0,0.0
CUST100550,0,0.0
CUST101538,0,0.0
CUST108774,0,0.0
CUST106911,0,0.0
CUST102404,0,0.0
CUST102172,0,0.0
CUST109791,0,0.0
CUST107489,0,0.0
CUST107499,0,0.0
CUST101018,0,0.0
CUST107140,0,0.0
CUST107784,0,0.0
CUST102260,1,5399.44
CUST108120,0,0.0
CUST103699,0,0.0
CUST107163,0,0.0
CUST103477,1,2391.04
CUST100110,1,2923.49
CUST100135,0,0.0
CUST107843,0,0.0
CUST102743,1,2289.82
CUST109068,1,4249.94
CUST104884,0,0.0
CUST100765,0,0.0
CUST105469,1,9083.89
CUST101802,0,0.0
CUST102408,0,0.0
CUST103951,0,0.0
CUST104915,0,0.0
CUST103771,1,3699.19
CUST107194,0,0.0
CUST107504,0,0.0
CUST103073,0,0.0
CUST100158,1,8809.53
CUST101024,0,0.0
CUST109228,0,0.0
CUST105238,0,0.0
CUST104123,0,0.0
CUST100446,0,0.0
CUST105934,0,0.0
CUST109503,1,136.0
CUST103541,0,0.0
CUST102812,0,0.0
CUST103097,1,136.0
CUST105143,0,0.0
CUST101418,0,0.0
CUST109090,0,0.0
CUST108383,0,0.0
CUST102935,0,0.0
CUST101975,0,0.0
CUST100907,0,0.0
CUST109719,0,0.0
CUST109604,0,0.0
CUST108080,1,95.0
CUST105487,0,0.0
CUST105139,0,0.0
CUST104058,0,0.0
CUST102819,1,95.0
CUST108910,0,0.0
CUST101106,0,0.0
CUST100023,1,95.0
CUST105388,0,0.0
CUST109273,0,0.0
CUST105761,0,0.0
CUST103264,0,0.0
CUST109413,1,1337.02
CUST107946,0,0.0
CUST107448,0,0.0
CUST106422,0,0.0
CUST100467,0,0.0
CUST105056,0,0.0
CUST109046,0,0.0
CUST103544,1,3269.15
CUST103296,0,0.0
CUST105261,0,0.0
CUST105570,0,0.0
CUST108212,0,0.0
CUST101723,0,0.0
CUST104444,0,0.0
CUST107457,1,95.0
CUST106444,0,0.0
CUST105445,0,0.0
CUST104607,0,0.0
CUST104705,0,0.0
CUST107910,0,0.0
CUST108712,0,0.0
CUST104082,0,0.0
CUST104744,0,0.0
CUST105286,1,3869.83
CUST105072,0,0.0
CUST108302,0,0.0
CUST102212,0,0.0
CUST100873,1,4315.19
CUST106009,1,2532.15
CUST108251,1,528.39
CUST107966,0,0.0
CUST100426,0,0.0
CUST102000,0,0.0
CUST107732,0,0.0
CUST102213,0,0.0
CUST102908,0,0.0
CUST105364,0,0.0
CUST103608,0,0.0
CUST107947,1,4775.5
CUST105657,0,0.0
CUST109327,0,0.0
CUST100969,0,0.0
CUST102351,0,0.0
CUST100637,0,0.0
CUST109896,0,0.0
CUST104117,0,0.0
CUST100062,0,0.0
CUST102661,0,0.0
CUST109399,0,0.0
CUST104993,0,0.0
CUST104293,0,0.0
CUST107731,0,0.0
CUST105374,0,0.0
CUST107421,0,0.0
CUST108829,0,0.0
CUST102628,1,2223.46
CUST105567,0,0.0
CUST102694,0,0.0
CUST100367,0,0.0
CUST105612,0,0.0
CUST101968,0,0.0
CUST100334,1,3480.86
CUST100115,0,0.0
CUST101870,0,0.0
CUST106182,0,0.0
CUST107423,0,0.0
CUST109186,0,0.0
CUST101503,0,0.0
CUST109187,0,0.0
CUST105734,0,0.0
CUST102165,0,0.0
CUST104393,0,0.0
CUST107024,0,0.0
CUST106952,0,0.0
CUST109897,0,0.0
CUST101745,0,0.0
CUST100305,0,0.0
CUST107567,0,0.0
CUST102373,0,0.0
CUST104322,0,0.0
CUST105168,0,0.0
CUST107712,0,0.0
CUST100782,0,0.0
CUST102274,0,0.0
CUST102534,0,0.0
CUST102875,0,0.0
CUST108674,0,0.0
CUST104402,0,0.0
CUST101125,0,0.0
CUST107635,0,0.0
CUST105727,0,0.0
CUST108797,0,0.0
CUST107265,0,0.0
CUST100372,0,0.0
CUST108344,0,0.0
CUST102535,1,3054.29
CUST109339,0,0.0
CUST101219,0,0.0
CUST107787,0,0.0
CUST104445,0,0.0
CUST109022,0,0.0
CUST100771,0,0.0
CUST101080,0,0.0
CUST106163,0,0.0
CUST102298,0,0.0
CUST108884,0,0.0
CUST106546,0,0.0
CUST107851,0,0.0
CUST109806,0,0.0
CUST108362,1,201.61
CUST103103,1,2436.74
CUST102586,0,0.0
CUST102109,0,0.0
CUST102742,0,0.0
CUST107204,0,0.0
CUST105007,1,2953.17
CUST103260,0,0.0
CUST103999,0,0.0
CUST104560,0,0.0
CUST107074,0,0.0
CUST106920,0,0.0
CUST105931,1,3452.2
CUST105251,0,0.0
CUST107891,0,0.0
CUST106787,0,0.0
CUST108707,0,0.0
CUST108158,0,0.0
CUST104715,0,0.0
CUST108728,0,0.0
CUST100437,1,6315.2
CUST100064,0,0.0
CUST103009,0,0.0
CUST108065,1,4591.32
CUST108643,0,0.0
CUST104144,1,2423.65
CUST106049,0,0.0
CUST108167,0,0.0
CUST108439,0,0.0
CUST107124,0,0.0
CUST103275,0,0.0
CUST107183,0,0.0
CUST102416,0,0.0
CUST104608,1,2351.37
CUST102276,0,0.0
CUST103165,0,0.0
CUST103265,1,95.0
CUST101044,0,0.0
CUST105077,0,0.0
CUST100598,0,0.0
CUST107904,0,0.0
CUST104173,0,0.0
CUST108011,0,0.0
CUST107974,1,4496.05
CUST103935,0,0.0
CUST109003,0,0.0
CUST102020,0,0.0
CUST108023,0,0.0
CUST108758,1,95.0
CUST105033,0,0.0
CUST105991,0,0.0
CUST103240,0,0.0
CUST106467,0,0.0
CUST104078,0,0.0
CUST104135,0,0.0
CUST101828,1,136.0
CUST102755,0,0.0
CUST100966,0,0.0
CUST103939,0,0.0
CUST107011,0,0.0
CUST106089,0,0.0
CUST108189,0,0.0
CUST104561,0,0.0
CUST101197,0,0.0
CUST102046,0,0.0
CUST100513,0,0.0
CUST102536,0,0.0
CUST109032,1,2453.97
CUST105265,1,4580.74
CUST106758,0,0.0
CUST108198,1,95.0
CUST103449,0,0.0
CUST109812,0,0.0
CUST107571,1,7280.34
CUST109834,0,0.0
CUST107662,0,0.0
CUST108530,0,0.0
CUST101454,0,0.0
CUST103287,0,0.0
CUST109813,0,0.0
CUST101771,0,0.0
CUST100746,0,0.0
CUST102772,0,0.0
CUST100661,0,0.0
CUST107181,0,0.0
CUST104367,1,95.0
CUST102275,0,0.0
CUST108552,1,3335.5
CUST105929,1,6195.09
CUST107839,0,0.0
CUST101163,0,0.0
CUST100835,0,0.0
CUST106305,0,0.0
CUST101025,0,0.0
CUST100250,0,0.0
CUST103370,0,0.0
CUST102303,0,0.0
CUST106249,0,0.0
CUST107394,0,0.0
CUST104621,0,0.0
CUST107975,0,0.0
CUST106194,0,0.0
CUST109967,0,0.0
CUST104071,0,0.0
CUST103509,0,0.0
CUST106518,0,0.0
CUST103850,0,0.0
CUST107171,0,0.0
CUST106707,0,0.0
CUST103348,1,95.0
CUST105647,0,0.0
CUST101659,0,0.0
CUST108970,1,136.0
CUST102208,0,0.0
CUST106177,0,0.0
CUST106674,0,0.0
CUST105670,0,0.0
CUST100244,0,0.0
CUST101100,0,0.0
CUST105590,0,0.0
CUST101064,0,0.0
CUST104020,0,0.0
CUST106073,0,0.0
CUST107860,0,0.0
CUST105811,0,0.0
CUST109772,0,0.0
CUST107201,0,0.0
CUST106482,0,0.0
CUST107442,0,0.0
CUST109238,0,0.0
CUST101825,0,0.0
CUST105193,0,0.0
CUST108693,1,8271.77
CUST109614,0,0.0
CUST107774,0,0.0
CUST102830,0,0.0
CUST100848,0,0.0
CUST107719,1,3282.49
CUST102718,0,0.0
CUST100844,0,0.0
CUST103220,0,0.0
CUST102518,0,0.0
CUST107716,0,0.0
CUST101577,0,0.0
CUST100747,1,136.0
CUST102064,0,0.0
CUST105362,0,0.0
CUST100850,0,0.0
CUST101390,0,0.0
CUST104572,0,0.0
CUST100300,1,4420.44
CUST109124,0,0.0
CUST105394,0,0.0
CUST100281,0,0.0
CUST106931,0,0.0
CUST107544,0,0.0
CUST100059,1,1236.65
CUST105478,0,0.0
CUST108713,0,0.0
CUST101298,1,2640.82
CUST109158,1,6755.65
CUST104039,0,0.0
CUST107328,1,95.0
CUST109502,0,0.0
CUST108284,0,0.0
CUST105738,0,0.0
CUST100445,0,0.0
CUST100076,0,0.0
CUST101941,1,7984.79
CUST100141,0,0.0
CUST105642,0,0.0
CUST101700,0,0.0
CUST107914,0,0.0
CUST109744,0,0.0
CUST100733,0,0.0
CUST109315,1,95.0
CUST107062,0,0.0
CUST103444,0,0.0
CUST102269,1,3439.56
CUST103777,0,0.0
CUST106474,0,0.0
CUST102476,0,0.0
CUST103324,1,6797.48
CUST100644,0,0.0
CUST104978,1,95.0
CUST105660,0,0.0
CUST109610,1,1474.51
CUST103441,0,0.0
CUST105907,0,0.0
CUST108139,1,1327.63
CUST106593,1,2848.43
CUST100843,0,0.0
CUST103308,0,0.0
CUST107426,1,95.0
CUST104441,1,2183.89
CUST100176,0,0.0
CUST108807,0,0.0
CUST102524,0,0.0
CUST106360,0,0.0
CUST104171,0,0.0
CUST108004,0,0.0
CUST104102,0,0.0
CUST109539,0,0.0
CUST105701,0,0.0
CUST103225,0,0.0
CUST109362,0,0.0
CUST105331,0,0.0
CUST106555,0,0.0
CUST107574,0,0.0
CUST103955,0,0.0
CUST103518,0,0.0
CUST106114,0,0.0
CUST109966,0,0.0
CUST107924,0,0.0
CUST105462,0,0.0
CUST103917,0,0.0
CUST102981,0,0.0
CUST108817,0,0.0
CUST104110,0,0.0
CUST106894,0,0.0
CUST108626,0,0.0
CUST107094,1,244.81
CUST105430,1,136.0
CUST109055,0,0.0
CUST107191,0,0.0
CUST103184,0,0.0
CUST103210,0,0.0
CUST105569,0,0.0
CUST107096,0,0.0
CUST106183,0,0.0
CUST105351,0,0.0
CUST101788,0,0.0
CUST100275,0,0.0
CUST105919,0,0.0
CUST103451,0,0.0
CUST102948,0,0.0
CUST102966,0,0.0
CUST105392,0,0.0
CUST109775,0,0.0
CUST107816,0,0.0
CUST106491,0,0.0
CUST104149,0,0.0
CUST105345,1,4925.84
CUST103227,0,0.0
CUST100578,0,0.0
CUST109166,0,0.0
CUST103628,0,0.0
CUST107792,0,0.0
CUST106181,0,0.0
CUST105960,0,0.0
CUST103257,0,0.0
CUST108465,0,0.0
CUST103304,0,0.0
CUST105042,0,0.0
CUST100822,0,0.0
CUST103602,0,0.0
CUST105372,0,0.0
CUST104624,0,0.0
CUST104952,0,0.0
CUST107880,1,136.0
CUST104758,0,0.0
CUST105897,0,0.0
CUST104472,1,1624.9
CUST100471,1,2372.0
CUST108475,0,0.0
CUST105490,0,0.0
CUST100986,0,0.0
CUST103597,0,0.0
CUST101107,0,0.0
CUST108783,0,0.0
CUST109593,0,0.0
CUST102129,0,0.0
CUST103658,0,0.0
CUST103766,0,0.0
CUST103947,1,95.0
CUST100915,0,0.0
CUST109411,0,0.0
CUST103215,0,0.0
CUST108517,0,0.0
CUST100225,0,0.0
CUST102551,0,0.0
CUST106734,0,0.0
CUST106251,0,0.0
CUST102977,0,0.0
CUST102794,0,0.0
CUST102857,0,0.0
CUST109720,0,0.0
CUST108561,0,0.0
CUST102693,0,0.0
CUST101643,0,0.0
CUST104320,0,0.0
CUST100893,1,5255.45
CUST101177,0,0.0
CUST109838,0,0.0
CUST106867,0,0.0
CUST100254,0,0.0
CUST100779,1,3231.02
CUST109960,0,0.0
CUST100495,0,0.0
CUST108486,0,0.0
CUST103153,0,0.0
CUST100218,1,1487.37
CUST109797,0,0.0
CUST108702,0,0.0
CUST100047,0,0.0
CUST104684,0,0.0
CUST104839,0,0.0
CUST100956,0,0.0
CUST105000,0,0.0
CUST108974,0,0.0
CUST105204,0,0.0
CUST108318,1,95.0
CUST108747,0,0.0
CUST108069,0,0.0
CUST106178,0,0.0
CUST100353,0,0.0
CUST108930,0,0.0
CUST105489,0,0.0
CUST102650,0,0.0
CUST107250,0,0.0
CUST105558,0,0.0
CUST108066,0,0.0
CUST104236,0,0.0
CUST100518,0,0.0
CUST101341,0,0.0
CUST102478,1,1541.63
CUST101471,1,1469.51
CUST102557,0,0.0
CUST100546,0,0.0
CUST109549,0,0.0
CUST104080,0,0.0
CUST105210,0,0.0
CUST106863,1,136.0
CUST109000,0,0.0
CUST104946,0,0.0
CUST109980,1,95.0
CUST108948,0,0.0
CUST109494,0,0.0
CUST102102,0,0.0
CUST100824,0,0.0
CUST103616,0,0.0
CUST108604,0,0.0
CUST105713,0,0.0
CUST103072,1,95.0
CUST105824,0,0.0
CUST101627,0,0.0
CUST101395,0,0.0
CUST101918,0,0.0
CUST108754,0,0.0
CUST109219,0,0.0
CUST107268,0,0.0
CUST100429,0,0.0
CUST103745,1,1208.81
CUST101906,0,0.0
CUST105633,0,0.0
CUST107478,0,0.0
CUST101963,0,0.0
CUST102782,0,0.0
CUST109385,0,0.0
CUST106385,0,0.0
CUST100175,1,95.0
CUST102816,0,0.0
CUST106530,0,0.0
CUST106018,0,0.0
CUST109566,1,7903.6
CUST108095,0,0.0
CUST100206,0,0.0
CUST106198,0,0.0
CUST108230,0,0.0
CUST109282,0,0.0
CUST102132,0,0.0
CUST108309,0,0.0
CUST108574,0,0.0
CUST107539,0,0.0
CUST105234,0,0.0
CUST106690,0,0.0
CUST109946,0,0.0
CUST108527,0,0.0
CUST106164,1,938.13
CUST102194,1,7013.3
CUST100121,0,0.0
CUST101007,0,0.0
CUST105074,0,0.0
